[2026-07-13T21:25:55.430Z] GET http://localhost:8797/deck/site/index.html → 200 (9ms, 12647B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/site/assets/img/hero-navy.jpg → 404 (1ms, 285B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/tutu-white.jpg → 200 (?ms, -189B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/leap-denim.jpg → 200 (?ms, -189B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/instr-lori.jpg → 304 (1ms, ?B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/instr-erin.jpg → 304 (3ms, ?B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/instr-chadd.jpg → 304 (3ms, ?B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/instr-roberta.jpg → 304 (4ms, ?B)
[2026-07-13T21:46:55.980Z] GET http://localhost:8797/deck/assets/img/ba-ediface-after.jpg → 200 (?ms, -189B)
[2026-07-13T21:46:55.981Z] GET http://localhost:8797/deck/assets/img/ba-studio-after.jpg → 200 (?ms, -189B)
[2026-07-13T21:46:55.981Z] GET http://localhost:8797/deck/assets/img/ba-trophy-after.jpg → 200 (?ms, -189B)
[2026-07-13T21:46:55.981Z] GET http://localhost:8797/deck/assets/img/scorpion-black.jpg → 200 (?ms, -189B)
[2026-07-13T21:46:56.027Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-07-13T21:46:56.027Z] GET https://fonts.gstatic.com/s/podkova/v33/K2FxfZ1EmftJSV9VaJnzJ6CiDyo.woff2 → 200 (?ms, -815B)
